class,knowledge_questions,generated_knowledge,vlm_reasoning_questions
characterized,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
child,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
colon,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
colon adenocarcinoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
colonis colon,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
colonwhat,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
coronary artery,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cranial artery,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cut section,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cystadenocarcinoma,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cytokeratin 7,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cytomegalovirus,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cytomegalovirusis cytomegalovirus,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
cytoplasm,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
deep,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
disease,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
diseaseis whipples,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
edema,"[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""What are the superclasses of Liver in an anatomical hierarchy?"", ""Which organ systems include the Liver?"", ""What types of cells constitute the Liver?"", ""What biological functions does the Liver perform, such as detoxification?"", ""What structural features characterize the Liver\u2019s lobular architecture?"", ""Which enzymes or metabolic pathways are typically associated with the Liver?"", ""What organ interactions occur with the Liver in the digestive system?"", ""What data properties describe the Liver, for example, its size and weight?"", ""What axioms define the Liver\u2019s role in metabolism?""]","[""The Liver is classified under the superclasses [Organ, Gland]."", ""The Liver is part of the following organ systems [Digestive System, Hepatic System]."", ""The Liver is composed of cell types such as [Hepatocytes, Kupffer Cells, Endothelial Cells]."", ""The Liver performs biological functions including [Detoxification, Bile Production, Metabolism Regulation]."", ""The Liver is characterized by structural features such as [Lobules, Central Vein, Portal Triad]."", ""The Liver is associated with enzymes and pathways like [Cytochrome P450, Urea Cycle, Glycolysis]."", ""The Liver interacts with organs such as [Gallbladder, Stomach, Pancreas]."", ""Descriptive properties of the Liver include [Size, Weight, Texture, Color]."", ""Axioms that define the Liver include roles in [Metabolic Processing, Blood Filtration, Homeostasis].""]"
